"film_id","title","rental_count","popularity"
252,"Dream Pickup","22","Very popular"
89,"Borrowers Bedazzled","22","Very popular"
651,"Packer Madigan","22","Very popular"
444,"Hustler Party","22","Very popular"
782,"Shakespeare Saddle","22","Very popular"
814,"Snatch Slipper","22","Very popular"
408,"Head Stranger","22","Very popular"
79,"Blade Polish","22","Very popular"
406,"Haunting Pianist","22","Very popular"
176,"Congeniality Quest","22","Very popular"
800,"Sinners Atlantis","22","Very popular"
21,"American Circus","22","Very popular"
54,"Banger Pinocchio","22","Very popular"
314,"Fight Jawbreaker","22","Very popular"
26,"Annie Identity","22","Very popular"
191,"Crooked Frogmen","23","Very popular"
199,"Cupboard Sinners","23","Very popular"
843,"Steel Santa","23","Very popular"
270,"Earth Vision","23","Very popular"
4,"Affair Prejudice","23","Very popular"
982,"Women Dorado","23","Very popular"
334,"Freddy Storm","23","Very popular"
915,"Truman Crazy","23","Very popular"
117,"Candles Grapes","23","Very popular"
1,"Academy Dinosaur","23","Very popular"
51,"Balloon Homeward","23","Very popular"
857,"Strictly Scarface","23","Very popular"
494,"Karate Moon","23","Very popular"
412,"Heavyweights Beast","23","Very popular"
10,"Aladdin Calendar","23","Very popular"
976,"Wind Phantom","23","Very popular"
437,"House Dynamite","23","Very popular"
353,"Gentlemen Stage","23","Very popular"
271,"Easy Gladiator","23","Very popular"
995,"Yentl Idaho","23","Very popular"
320,"Flamingos Connecticut","23","Very popular"
327,"Fool Mockingbird","23","Very popular"
665,"Patton Interview","23","Very popular"
816,"Snowman Rollercoaster","23","Very popular"
759,"Salute Apollo","23","Very popular"
608,"Murder Antitrust","23","Very popular"
676,"Philadelphia Wife","23","Very popular"
914,"Trouble Date","23","Very popular"
646,"Outbreak Divine","23","Very popular"
122,"Carrie Bunch","23","Very popular"
771,"Scorpion Apollo","23","Very popular"
961,"Wash Heavenly","23","Very popular"
504,"Kwai Homeward","23","Very popular"
892,"Titanic Boondock","23","Very popular"
614,"Name Detective","23","Very popular"
645,"Others Soup","23","Very popular"
551,"Maiden Home","24","Very popular"
443,"Hurricane Affair","24","Very popular"
502,"Knock Warlock","24","Very popular"
447,"Ice Crossing","24","Very popular"
304,"Fargo Gandhi","24","Very popular"
119,"Caper Motions","24","Very popular"
966,"Wedding Apollo","24","Very popular"
130,"Celebrity Horn","24","Very popular"
527,"Lola Agent","24","Very popular"
476,"Jason Trap","24","Very popular"
35,"Arachnophobia Rollercoaster","24","Very popular"
131,"Center Dinosaur","24","Very popular"
11,"Alamo Videotape","24","Very popular"
649,"Oz Liaisons","24","Very popular"
433,"Horn Working","24","Very popular"
366,"Goldfinger Sensibility","24","Very popular"
586,"Mockingbird Hollywood","24","Very popular"
91,"Bound Cheaper","24","Very popular"
865,"Sunrise League","24","Very popular"
741,"Roman Punk","24","Very popular"
45,"Attraction Newton","24","Very popular"
491,"Jumping Wrath","24","Very popular"
790,"Shootist Superfly","24","Very popular"
388,"Gunfight Moon","24","Very popular"
43,"Atlantis Cause","24","Very popular"
804,"Sleeping Suspects","24","Very popular"
810,"Slums Duck","24","Very popular"
852,"Strangelove Desire","24","Very popular"
650,"Pacific Amistad","24","Very popular"
166,"Color Philadelphia","24","Very popular"
641,"Orange Grapes","24","Very popular"
253,"Drifter Commandments","24","Very popular"
775,"Seattle Expecations","24","Very popular"
417,"Hills Neighbors","25","Very popular"
288,"Escape Metropolis","25","Very popular"
245,"Double Wrath","25","Very popular"
895,"Tomorrow Hustler","25","Very popular"
247,"Downhill Enough","25","Very popular"
309,"Feud Frogmen","25","Very popular"
760,"Samurai Lion","25","Very popular"
880,"Telemark Heartbreakers","25","Very popular"
989,"Working Microcosmos","25","Very popular"
863,"Sun Confessions","25","Very popular"
856,"Streetcar Intentions","25","Very popular"
902,"Trading Pinocchio","25","Very popular"
786,"Shepherd Midsummer","25","Very popular"
624,"Nightmare Chill","25","Very popular"
319,"Fish Opus","25","Very popular"
154,"Clash Freddy","25","Very popular"
162,"Clueless Bucket","25","Very popular"
387,"Gun Bonnie","25","Very popular"
172,"Coneheads Smoochy","25","Very popular"
555,"Mallrats United","25","Very popular"
545,"Madness Attacks","25","Very popular"
55,"Barbarella Streetcar","25","Very popular"
571,"Metal Armageddon","25","Very popular"
266,"Dynamite Tarzan","25","Very popular"
644,"Oscar Gold","25","Very popular"
791,"Show Lord","25","Very popular"
273,"Effect Gladiator","25","Very popular"
445,"Hyde Doctor","26","Very popular"
890,"Tights Dawn","26","Very popular"
234,"Disturbing Scarface","26","Very popular"
303,"Fantasy Troopers","26","Very popular"
397,"Hanky October","26","Very popular"
12,"Alaska Phantom","26","Very popular"
471,"Island Exorcist","26","Very popular"
670,"Pelican Comforts","26","Very popular"
460,"Innocent Usual","26","Very popular"
181,"Contact Anonymous","26","Very popular"
773,"Seabiscuit Punk","26","Very popular"
167,"Coma Head","26","Very popular"
687,"Pocus Pulp","26","Very popular"
683,"Pity Bound","26","Very popular"
970,"Westward Seabiscuit","26","Very popular"
263,"Durham Panky","26","Very popular"
838,"Stagecoach Armageddon","26","Very popular"
554,"Malkovich Pet","26","Very popular"
101,"Brotherhood Blanket","26","Very popular"
901,"Tracy Cider","26","Very popular"
391,"Half Outfield","26","Very popular"
572,"Metropolis Coma","26","Very popular"
307,"Fellowship Autumn","26","Very popular"
938,"Velvet Terminator","26","Very popular"
715,"Range Moonwalker","27","Very popular"
625,"None Spiking","27","Very popular"
870,"Swarm Gold","27","Very popular"
200,"Curtain Videotape","27","Very popular"
603,"Movie Shakespeare","27","Very popular"
525,"Loathing Legally","27","Very popular"
521,"Lies Treatment","27","Very popular"
330,"Forrester Comancheros","27","Very popular"
698,"Princess Giant","27","Very popular"
531,"Lose Inch","27","Very popular"
228,"Detective Vision","27","Very popular"
638,"Operation Operation","27","Very popular"
697,"Primary Glass","27","Very popular"
468,"Invasion Cyclone","27","Very popular"
835,"Spy Mile","27","Very popular"
897,"Torque Bound","27","Very popular"
244,"Dorado Notting","27","Very popular"
349,"Gangs Pride","27","Very popular"
367,"Goldmine Tycoon","27","Very popular"
78,"Blackout Private","27","Very popular"
434,"Horror Reign","27","Very popular"
206,"Dancing Fever","27","Very popular"
958,"Wardrobe Phantom","27","Very popular"
879,"Telegraph Voyage","27","Very popular"
135,"Chance Resurrection","27","Very popular"
114,"Camelot Vacation","27","Very popular"
358,"Gilmore Boiled","28","Very popular"
295,"Expendable Stallion","28","Very popular"
850,"Story Side","28","Very popular"
356,"Giant Troopers","28","Very popular"
951,"Voyage Legally","28","Very popular"
305,"Fatal Haunted","28","Very popular"
911,"Trip Newton","28","Very popular"
395,"Handicap Boondock","28","Very popular"
159,"Closer Bang","28","Very popular"
745,"Roses Treasure","28","Very popular"
764,"Saturday Lambs","28","Very popular"
361,"Gleaming Jawbreaker","29","Very popular"
595,"Moon Bunch","29","Very popular"
945,"Virginian Pluto","29","Very popular"
301,"Family Sweet","29","Very popular"
378,"Greatest North","29","Very popular"
875,"Talented Homicide","29","Very popular"
73,"Bingo Talented","29","Very popular"
941,"Videotape Arsenic","29","Very popular"
220,"Deer Virginian","29","Very popular"
174,"Confidential Interview","29","Very popular"
893,"Titans Jerk","29","Very popular"
849,"Storm Happiness","29","Very popular"
284,"Enemy Odds","29","Very popular"
86,"Boogie Amelie","29","Very popular"
873,"Sweethearts Suspects","29","Very popular"
127,"Cat Coneheads","30","Very popular"
979,"Witches Panic","30","Very popular"
450,"Idols Snatchers","30","Very popular"
789,"Shock Cabin","30","Very popular"
748,"Rugrats Shakespeare","30","Very popular"
109,"Butterfly Chocolat","30","Very popular"
239,"Dogma Family","30","Very popular"
869,"Suspects Quills","30","Very popular"
341,"Frost Head","30","Very popular"
403,"Harry Idaho","30","Very popular"
559,"Married Go","30","Very popular"
285,"English Bulworth","30","Very popular"
374,"Graffiti Love","30","Very popular"
702,"Pulp Beverly","30","Very popular"
609,"Muscle Bright","30","Very popular"
563,"Massacre Usual","30","Very popular"
891,"Timberland Sky","31","Very popular"
621,"Network Peak","31","Very popular"
369,"Goodfellas Salute","31","Very popular"
1000,"Zorro Ark","31","Very popular"
31,"Apache Divine","31","Very popular"
973,"Wife Turn","31","Very popular"
735,"Robbers Joon","31","Very popular"
418,"Hobbit Alien","31","Very popular"
753,"Rush Goodfellas","31","Very popular"
767,"Scalawag Duck","32","Very popular"
489,"Juggler Hardly","32","Very popular"
730,"Ridgemont Submarine","32","Very popular"
382,"Grit Clockwork","32","Very popular"
331,"Forward Temple","32","Very popular"
738,"Rocketeer Mother","33","Very popular"
103,"Bucket Brotherhood","34","Very popular"
